UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2018,1,106,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,1,261,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2018,2,200,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,2,79,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,3,263,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,3,96,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,4,243,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,4,90,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,5,244,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,5,92,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,6,251,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,6,91,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,7,245,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,7,106,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2018,8,97,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,8,246,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,9,101,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,9,218,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,10,86,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,10,242,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2018,11,238,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,11,99,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2018,12,250,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2018,12,103,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2019,1,98,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,1,241,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,2,88,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,2,223,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2019,3,176,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,3,106,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,4,151,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,4,95,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2019,5,101,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,5,146,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2019,6,161,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,6,92,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,7,57,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2019,7,18,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2019,7,101,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,7,251,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,7,29,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2019,8,68,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2019,8,110,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2019,8,20,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2019,8,104,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,8,242,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,9,102,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2019,9,154,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2019,9,211,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,9,104,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2019,10,102,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2019,10,17,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2019,10,90,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2019,10,140,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2019,10,212,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2019,11,165,The Underground Railroad (Oprah's Book Club): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,11,99,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2019,11,91,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2019,11,142,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2019,12,96,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2019,12,147,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2019,12,231,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,12,96,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,1,107,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,1,220,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2020,1,147,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2020,1,96,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,2,133,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2020,2,79,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2020,2,88,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,2,21,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2020,2,227,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,3,60,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,3,23,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2020,3,106,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,3,242,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,3,100,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,4,101,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,4,106,The Nickel Boys: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,4,116,The Nickel Boys: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,4,22,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2020,4,242,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2020,5,121,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2020,5,82,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2020,5,100,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,5,18,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2020,5,233,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,6,80,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,6,76,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,6,125,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,6,271,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2020,7,115,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,7,39,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2020,7,81,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,7,259,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,7,94,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,8,128,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,8,31,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2020,8,80,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,8,243,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,8,100,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,9,69,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,9,150,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2020,9,21,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2020,9,76,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,9,115,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,10,17,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2020,10,87,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,10,106,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,10,73,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,10,117,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,11,70,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,11,45,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2020,11,102,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2020,11,117,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2020,12,66,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2020,12,32,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2020,12,148,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2020,12,81,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2021,1,22,The Intuitionist (Unabridged),Colson Whitehead,"Fiction, Literature","Recorded Books, LLC",2020
Digital,OverDrive,AUDIOBOOK,2021,1,31,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,1,67,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2021,1,127,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,1,93,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,2,140,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,2,91,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2021,2,65,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,2,105,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,3,81,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,3,20,Zone One: A Novel,Colson Whitehead,"Fiction, Horror, Science Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2021,3,129,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,3,66,The Underground Railroad: A Novel (unabridged) (Unabridged),Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,3,149,The Underground Railroad: A Novel,Colson Whitehead,"African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,4,42,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,4,94,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,4,56,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,4,95,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2021,5,98,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,EBOOK,2021,5,171,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2021,5,67,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,AUDIOBOOK,2021,5,59,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,AUDIOBOOK,2021,6,66,The Underground Railroad: A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2016
Digital,OverDrive,AUDIOBOOK,2021,6,51,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel (unabridged),Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction",Books on Tape,2019
Digital,OverDrive,EBOOK,2021,6,53,The Nickel Boys (Winner 2020 Pulitzer Prize for Fiction): A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2019
Digital,OverDrive,EBOOK,2021,6,100,The Underground Railroad: A Novel,Colson Whitehead,"Fiction, African American Fiction, Literature, Historical Fiction","Random House, Inc.",2016
