"","fips","year","state","county_name","urbanicity","total_pop","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate"
"764",53053,1999,"WA","Pierce County","suburban",692662,277.32,89.96,469.25,139.92,1044.95,477.5,619.61,201.79,503.14,73.45,925.69,176.06,2176.49,1112.34,1081.61,319.58
"765",53053,2000,"WA","Pierce County","suburban",703993,277.32,76.54,483.55,107.59,942.87,383.92,393.53,223.19,518.83,81.37,950.15,176.87,2175.79,921.21,1064.7,347.24
"766",53053,2001,"WA","Pierce County","suburban",716447,272.22,80.23,457.84,152.68,997.62,273.05,360.41,208.9,538.52,81.34,987.99,175.57,2113.31,817.18,1121.62,380.54
"767",53053,2002,"WA","Pierce County","suburban",728091,267.08,81.64,440.09,98.81,897.36,209.56,605.38,224.99,551.37,91.03,1004.84,171.67,2197.6,709.78,1184.14,390.52
"768",53053,2003,"WA","Pierce County","suburban",733969,251.98,79.4,433.22,133.95,923.15,158.07,492.16,204.14,545.77,89.97,999.42,147.52,2225.26,563.96,1239.29,390.14
"769",53053,2004,"WA","Pierce County","suburban",740137,255.7,68.3,437.52,114.46,907.42,306.67,562.55,189.7,564.15,100.67,1027.24,127.89,2242.97,508.12,1381.29,411.08
"770",53053,2005,"WA","Pierce County","suburban",748148,257.78,75.76,454.13,183.26,862.52,228.52,668.64,208.58,553.97,104.26,1002.52,69.63,2112.3,492.15,1388.71,407.21
"771",53053,2006,"WA","Pierce County","suburban",763408,261.83,72.09,444.96,137.95,985.09,280.55,576.58,188.45,542.9,100.09,983.6,68.95,2133.98,502.53,1363.4,390.65
"772",53053,2007,"WA","Pierce County","suburban",772484,268.16,73.95,502.07,250.65,1092.46,322.61,460.86,207.73,557.08,102.04,1012.73,85.46,2207.85,492.82,1439.39,397.84
"773",53053,2008,"WA","Pierce County","suburban",785400,273.01,60.57,460.74,207.26,965.84,308.65,535.92,190.26,577.76,109.17,1044.8,82.72,2171.93,434.54,1629.69,426.19
"774",53053,2009,"WA","Pierce County","suburban",796483,249.33,63.4,442.14,167.66,963.09,269.37,517.42,178.95,573.88,108.97,1036.86,80.45,2142.22,349.57,1728.92,427.89
"775",53053,2010,"WA","Pierce County","suburban",795393,250.21,69.86,446.37,215.18,913.53,281.5,757.39,187.84,579.29,107.08,1051.94,79.09,2156.58,309.75,1722.19,434.53
"776",53053,2011,"WA","Pierce County","suburban",802976,243.1,62.64,422.53,193.37,893.38,277.8,654.7,170.92,559.86,102.58,1019.15,77.73,2134.71,256.46,1608.68,419.88
"777",53053,2012,"WA","Pierce County","suburban",811009,246.84,69.34,411.18,131.75,776.36,268.53,534.78,183.53,552.89,100.98,1005.15,76.49,2081.2,229.56,1674.61,415.57
"778",53053,2013,"WA","Pierce County","suburban",819059,249.99,57.52,388.94,200.3,756.73,193.44,410.63,181.25,552.5,106.99,993.9,75.29,2060.92,235.04,1388.89,413.51
"779",53053,2014,"WA","Pierce County","suburban",828920,201.28,63.09,370.57,171.42,705.19,186.87,394.16,181.81,531.56,89.97,969.32,73.17,1991.25,204.13,1466.91,396.84
"780",53053,2015,"WA","Pierce County","suburban",841706,210.71,59.44,334.17,100.04,666.76,160.03,461.16,161.08,511.46,83.29,934.63,70.62,1844.71,193.55,1501.71,384.51
"781",53053,2016,"WA","Pierce County","suburban",860072,218.33,61.87,342.61,162,676.1,199.34,531.24,158.69,495.66,82.15,903.39,67.63,1792.53,138.63,1432.04,379.18
"782",53053,2017,"WA","Pierce County","suburban",877201,214.99,59.85,346.24,126.41,625.95,208.4,510.55,161.9,NA,NA,NA,NA,NA,NA,NA,NA
"783",53053,2018,"WA","Pierce County","suburban",891299,206.52,60.27,308.37,107.71,634.33,179.91,361.75,142.24,NA,NA,NA,NA,NA,NA,NA,NA
"784",53055,1990,"WA","San Juan County","rural",10171,107.62,12.59,208.8,115.38,6461.54,447.76,224.49,86.09,64.54,NA,NA,NA,NA,NA,NA,NA
"785",53055,1991,"WA","San Juan County","rural",10713,104.55,14.47,217.26,169.81,6846.15,371.43,346.94,89.04,105.92,NA,NA,NA,NA,NA,NA,NA
"786",53055,1992,"WA","San Juan County","rural",11025,99.08,15.46,219.15,211.54,6769.23,243.9,500,89.89,102.59,NA,NA,NA,NA,NA,NA,NA
"787",53055,1993,"WA","San Juan County","rural",11448,98.07,17.46,231.1,272.73,7750,166.67,588.24,94.53,97.79,0,200.46,0,0,0,0,100.72
"788",53055,1994,"WA","San Juan County","rural",11784,99.87,18.98,226.98,285.71,7384.62,180.18,571.43,95.25,53.98,0,110.59,0,0,0,0,55.7
"789",53055,1995,"WA","San Juan County","rural",12305,101.06,20.14,222.19,281.25,7692.31,191.18,472.73,95.73,77.34,NA,NA,NA,NA,NA,NA,NA
"790",53055,1996,"WA","San Juan County","rural",12523,103.96,21.9,221.28,292.31,6117.65,212.33,444.44,97.47,88.21,0,180.74,NA,NA,NA,NA,78.39
"791",53055,1997,"WA","San Juan County","rural",12803,104.06,22.69,214.43,285.71,6625,238.71,350,96.74,110.05,NA,NA,NA,NA,NA,NA,NA
"792",53055,1998,"WA","San Juan County","rural",13281,106.45,24.18,212.68,318.84,6588.24,247.13,275.36,98.21,69.95,0,143.06,NA,NA,NA,NA,60.62
"793",53055,1999,"WA","San Juan County","rural",13762,107.17,25.32,207.9,270.59,6823.53,253.81,253.73,98.23,133.96,NA,NA,NA,NA,NA,NA,NA
"794",53055,2000,"WA","San Juan County","rural",14120,105.1,27.46,200.75,250,3724.14,235.56,215.05,96.92,183.82,0,376.69,NA,NA,NA,NA,159.07
"795",53055,2001,"WA","San Juan County","rural",14334,101.8,29.31,189.7,230.09,3379.31,211.76,231.58,93.99,158.73,0,323.35,NA,NA,NA,NA,122.8
"796",53055,2002,"WA","San Juan County","rural",14628,100.68,31.53,184.04,239.32,3033.33,181.82,271.74,93.29,133.55,0,271.57,NA,NA,NA,NA,119.88
"797",53055,2003,"WA","San Juan County","rural",14787,101.7,34.19,183.67,272.73,2593.75,192.43,322.22,93.93,111.75,0,228.55,NA,NA,NA,NA,96.84
"798",53055,2004,"WA","San Juan County","rural",15071,97.92,35.35,174.29,262.71,2281.25,172.7,344.44,90.69,129.37,NA,NA,NA,NA,NA,NA,NA
"799",53055,2005,"WA","San Juan County","rural",15167,99.36,38.07,173.71,239.13,1534.88,167.51,459.46,92.19,88.28,NA,NA,NA,NA,NA,NA,NA
"800",53055,2006,"WA","San Juan County","rural",15270,81.95,37.78,170.8,237.04,1500,150.36,425,91.21,88.11,0,180,NA,NA,NA,NA,73.39
"801",53055,2007,"WA","San Juan County","rural",15400,84.93,37.98,172.25,223.78,1409.09,133.33,435.9,92.38,87.75,0,179.43,NA,NA,NA,NA,83.98
"802",53055,2008,"WA","San Juan County","rural",15590,87.99,38.46,172.88,230.22,1276.6,115.83,445.95,93.6,58.15,0,118.41,NA,NA,NA,NA,41.92
"803",53055,2009,"WA","San Juan County","rural",15714,90.92,38.68,174.97,225.35,1208.33,107.21,428.57,94.69,48.93,0,100.1,NA,NA,NA,NA,42.51
"804",53055,2010,"WA","San Juan County","rural",15784,93.28,38.04,177.52,219.86,763.89,95.49,405.06,95.33,49.51,NA,NA,NA,NA,NA,NA,NA
"805",53055,2011,"WA","San Juan County","rural",15844,95.94,38.15,178.16,193.55,541.67,86.96,387.5,96.39,39.93,0,82.87,0,0,0,0,44.01
"806",53055,2012,"WA","San Juan County","rural",15849,99.53,38.7,179.88,198.68,538.46,84.78,424.66,97.5,NA,NA,NA,NA,NA,NA,NA,NA
"807",53055,2013,"WA","San Juan County","rural",15909,104.18,39.47,184.84,179.01,431.19,80.62,422.54,100.09,62.2,NA,NA,NA,NA,NA,NA,NA
"808",53055,2014,"WA","San Juan County","rural",16010,104.57,39.29,187.32,156.76,470,77.18,416.67,101.18,105.1,NA,NA,NA,NA,NA,NA,NA
"809",53055,2015,"WA","San Juan County","rural",16198,103.6,39.23,183.45,156.76,414.41,72.33,405.41,100.68,73.78,NA,NA,NA,NA,NA,NA,NA
"810",53055,2016,"WA","San Juan County","rural",16304,102.59,38.78,182.1,137.93,424.53,70.53,376.62,100.08,63.99,NA,NA,NA,NA,NA,NA,NA
"811",53055,2017,"WA","San Juan County","rural",16725,101.46,38.35,179.93,140,384.62,64.66,367.09,99.65,NA,NA,NA,NA,NA,NA,NA,NA
"812",53055,2018,"WA","San Juan County","rural",17128,101.39,38.54,178.71,132.7,360,60.98,315.22,100.46,NA,NA,NA,NA,NA,NA,NA,NA
"813",53057,1990,"WA","Skagit County","small/mid",80457,189.37,44.24,363.28,0,526.32,931.45,559.7,152.68,213.54,28.15,399.61,NA,2105.26,1080.48,NA,154.89
"814",53057,1991,"WA","Skagit County","small/mid",83761,205.76,61.49,419.54,0,1730,880.23,437.33,189.84,257.68,42.27,473.42,NA,4000,1459.85,NA,169.92
"815",53057,1992,"WA","Skagit County","small/mid",86445,210.35,48.4,372.31,155.28,473.93,935.99,260.42,159.09,258.75,26.06,491.46,NA,3317.54,1298.31,NA,177.68
"816",53057,1993,"WA","Skagit County","small/mid",89530,196.64,41.2,374.67,139.08,873.36,592.03,421.23,149.73,232.39,28.66,435.33,NA,2620.09,1076.43,NA,163.71
"817",53057,1994,"WA","Skagit County","small/mid",91829,212.1,34.78,364.94,254.13,1224.49,655.98,823.05,142.7,259.04,38.26,479.63,NA,2857.14,923.23,NA,197.43
"818",53057,1995,"WA","Skagit County","small/mid",94053,194.38,33.83,287.12,153.23,784.31,462.25,483.48,126.3,289.04,43.98,533.71,NA,1960.78,1166.63,322.32,204.77
"819",53057,1996,"WA","Skagit County","small/mid",95743,273.31,39.87,452.61,154.66,1228.57,521.42,662.16,188.31,344.54,66.44,621.1,NA,2500,1275.15,397.46,244
"820",53057,1997,"WA","Skagit County","small/mid",97539,251.11,51.95,397.71,96.81,1337.79,399.35,626.47,194,319.15,38.96,598.18,NA,2006.69,1125.43,548.16,223.84
"821",53057,1998,"WA","Skagit County","small/mid",99909,219.11,47.38,311.51,160.78,1286.17,330.47,305.58,155.58,305.81,41.06,569.52,NA,1929.26,1007.93,458.37,217.81
"822",53057,1999,"WA","Skagit County","small/mid",101701,211.41,24.77,409.12,80.84,1785.71,635.69,374.25,157.36,327.15,46.45,605.99,NA,2083.33,847.59,449.1,253.22
"823",53057,2000,"WA","Skagit County","small/mid",103420,219.07,27.84,414.04,92.94,2088,684.82,398.65,149.84,334.29,39.46,627.11,NA,1866.67,830.17,523.56,260.96
"824",53057,2001,"WA","Skagit County","small/mid",104534,227.17,30.92,419.2,106.41,2423.56,727.83,406.45,143.06,290.16,44.9,532.62,NA,1002.51,670.88,645.16,228.77
"825",53057,2002,"WA","Skagit County","small/mid",105563,235.71,33.96,426.55,120.8,2619.59,782.83,412.94,136.39,295.19,53.16,534.65,NA,1822.32,606.06,412.94,241.1
"826",53057,2003,"WA","Skagit County","small/mid",107369,241.53,36.43,430.57,133.16,3071.43,813.53,434.16,128.5,324.27,57.5,590.02,NA,2073.73,663.43,685.87,259.32
"827",53057,2004,"WA","Skagit County","small/mid",109030,247.75,38.85,435.54,147.98,3127.84,843.47,444.67,121.33,305.17,56.19,554.74,NA,2474.23,447.88,600,264.25
"828",53057,2005,"WA","Skagit County","small/mid",110683,254.55,41.57,439.26,159.49,3119.27,873.27,476.19,114.67,361.07,77.59,643.7,0,2385.32,553.78,952.38,300.17
"829",53057,2006,"WA","Skagit County","small/mid",112621,255.42,46.47,423.54,164.54,2895.22,776.23,436.83,120.89,397.55,81.52,712.68,NA,2389.71,562.7,1075.27,342.93
"830",53057,2007,"WA","Skagit County","small/mid",114066,258.52,51.53,412.85,170.3,2500,694.98,400,128.21,449.89,77.84,822.47,0,3448.28,776.46,1000,356.82
"831",53057,2008,"WA","Skagit County","small/mid",115808,261.39,56.67,400.44,177.73,2161.5,609.37,351.21,135.92,476.94,77.15,875.7,NA,2610.11,710.56,702.43,414.99
"832",53057,2009,"WA","Skagit County","small/mid",116557,266.25,62.22,391.18,184.6,1963.99,537.68,316.66,144.6,467.6,61.16,871.06,0,2454.99,631.56,1013.3,407.9
"833",53057,2010,"WA","Skagit County","small/mid",116954,272.62,67.97,385.19,193.17,1616.54,481.48,286.62,154,444.95,63.97,823.32,NA,1654.14,545.54,1210.19,398.85
"834",53057,2011,"WA","Skagit County","small/mid",117579,277.51,73.21,377.82,195.27,1382.82,436.52,250.47,162.03,483.48,66.32,896.92,0,1310.04,489.56,688.79,463.66
"835",53057,2012,"WA","Skagit County","small/mid",117721,285.31,79.32,373.84,197.93,1149.03,395.51,219.3,172.03,541.92,101.49,981.96,0,1671.31,413.76,877.19,531.29
"836",53057,2013,"WA","Skagit County","small/mid",118277,291.09,84.78,367.54,199.5,934.58,348.71,186.57,181.31,594.19,109.31,1080.68,0,1869.16,380.41,1181.59,588.82
"837",53057,2014,"WA","Skagit County","small/mid",119992,280.82,90.09,357.44,189.3,764.33,311.2,244.95,192.14,540.4,93.01,987.13,0,1783.44,361.15,918.55,545.27
"838",53057,2015,"WA","Skagit County","small/mid",121604,270.63,95.14,348.17,182.23,616.52,274.99,300.66,203.03,561.06,105.72,1015.48,0,2219.48,312.15,901.98,579.6
"839",53057,2016,"WA","Skagit County","small/mid",123709,242.82,52.26,370.49,43.59,707.55,286.64,306,186.63,532.64,86.23,978.4,0,1415.09,286.64,673.19,571.99
"840",53057,2017,"WA","Skagit County","small/mid",126026,274.76,77.6,347.38,123.71,630.91,275.48,307.5,191.38,NA,NA,NA,NA,NA,NA,NA,NA
"841",53057,2018,"WA","Skagit County","small/mid",128206,315.71,148.7,522.53,79.18,870.41,523.14,486.32,283.89,NA,NA,NA,NA,NA,NA,NA,NA
"842",53059,1990,"WA","Skamania County","suburban",8326,215.26,14.02,351.78,0,0,454.55,0,181.85,113.29,0,219.86,NA,NA,NA,NA,98.83
"843",53059,1991,"WA","Skamania County","suburban",8492,213.39,20.9,299.57,0,0,606.06,0,150.32,128.77,0,249.64,0,0,0,0,134.9
"844",53059,1992,"WA","Skamania County","suburban",8529,215.88,27.55,255.68,0,0,761.9,0,122.68,201.24,0,390.62,0,0,0,0,210.85
"845",53059,1993,"WA","Skamania County","suburban",8723,212.65,33.22,206.61,0,0,862.07,0,92.94,212.65,0,413.22,0,0,0,0,223.05
"846",53059,1994,"WA","Skamania County","suburban",8880,239.19,38.65,264.69,0,0,775.19,138.21,127.16,276.72,0,540.18,0,0,0,0,290.64
"847",53059,1995,"WA","Skamania County","suburban",9010,265.14,43.99,319.55,0,0,671.14,264,160.43,321.49,NA,NA,NA,NA,NA,NA,NA
"848",53059,1996,"WA","Skamania County","suburban",9208,287.59,48.66,370.37,0,0,588.24,381.68,191.07,460.15,NA,NA,NA,NA,NA,NA,NA
"849",53059,1997,"WA","Skamania County","suburban",9573,302.13,52.31,408.83,0,0,529.1,485.51,215.2,500.16,NA,NA,NA,NA,NA,NA,NA
"850",53059,1998,"WA","Skamania County","suburban",9691,324.3,56.61,457.59,0,0,510.2,584.51,243.55,597.43,NA,NA,NA,NA,NA,NA,NA
"851",53059,1999,"WA","Skamania County","suburban",9774,349.23,61.41,510.66,0,0,446.43,671.14,275.04,546.61,NA,NA,NA,NA,NA,NA,NA
"852",53059,2000,"WA","Skamania County","suburban",9895,356.15,85.68,555.79,361.7,0,420.17,1048.95,304.83,388.58,NA,NA,NA,NA,NA,NA,NA
"853",53059,2001,"WA","Skamania County","suburban",9833,369.53,111.89,608.66,717.39,0,389.11,1298.7,339.31,374.48,NA,NA,NA,NA,NA,NA,NA
"854",53059,2002,"WA","Skamania County","suburban",9886,378.06,135.99,654.83,980.39,0,352.11,1582.28,369.72,429.95,NA,NA,NA,NA,NA,NA,NA
"855",53059,2003,"WA","Skamania County","suburban",10046,381.7,157.18,693.76,1240.74,0,355.87,1986.75,391.91,405.91,117.96,684.35,NA,NA,NA,NA,376.23
"856",53059,2004,"WA","Skamania County","suburban",10236,387.26,178.63,734.7,1482.14,0,331.13,2447.55,416.54,313.57,NA,NA,NA,NA,NA,NA,NA
"857",53059,2005,"WA","Skamania County","suburban",10303,392.27,198.41,775.62,1470.59,0,318.47,2758.62,440.73,336.23,NA,NA,NA,NA,NA,NA,NA
"858",53059,2006,"WA","Skamania County","suburban",10583,413,193.96,766.07,1420.29,375,312.5,2462.59,429.36,468.06,138.54,793.43,NA,NA,NA,NA,462.96
"859",53059,2007,"WA","Skamania County","suburban",10786,401.92,192.1,747.07,1315.07,757.58,301.2,2407.41,417.95,568.18,NA,NA,NA,NA,NA,NA,NA
"860",53059,2008,"WA","Skamania County","suburban",10918,395.72,190.84,742.9,1187.5,1085.71,306.75,2102.19,411.87,551.3,NA,NA,NA,NA,NA,NA,NA
"861",53059,2009,"WA","Skamania County","suburban",10955,392.46,190.84,745.28,1120.48,1428.57,293.26,1824.82,410.02,484.85,NA,NA,NA,NA,NA,NA,NA
"862",53059,2010,"WA","Skamania County","suburban",11115,383.98,188.63,735.87,1058.14,1215.69,297.62,1536.23,401.88,412.45,NA,NA,NA,NA,NA,NA,NA
"863",53059,2011,"WA","Skamania County","suburban",11153,380.38,188.48,737.42,988.89,1209.68,275.48,1250,401.11,386.1,NA,NA,NA,NA,NA,NA,NA
"864",53059,2012,"WA","Skamania County","suburban",11200,379.27,190.32,740.54,915.79,1205.48,270.27,985.71,401.86,469.23,NA,NA,NA,NA,NA,NA,NA
"865",53059,2013,"WA","Skamania County","suburban",11308,374.28,190.74,734.72,895.83,1282.05,269.54,684.93,397.64,561.42,NA,NA,NA,NA,NA,NA,NA
"866",53059,2014,"WA","Skamania County","suburban",11377,376.85,192.04,739.76,895.83,1190.48,241.55,719.42,403.17,619.11,137.17,1083.22,NA,NA,NA,NA,627.15
"867",53059,2015,"WA","Skamania County","suburban",11378,377.41,190.74,746.87,868.69,1123.6,232.02,680.27,405.83,606.55,NA,NA,NA,NA,NA,NA,NA
"868",53059,2016,"WA","Skamania County","suburban",11585,371.8,188.93,731.83,834.95,1176.47,217.39,709.22,400.47,531.14,107.96,940.93,NA,NA,NA,NA,519.13
"869",53059,2017,"WA","Skamania County","suburban",11837,365.3,184.21,724.45,754.39,980.39,207.47,724.64,395.37,NA,NA,NA,NA,NA,NA,NA,NA
"870",53059,2018,"WA","Skamania County","suburban",11924,366.97,184.6,729.55,735.04,961.54,202.02,709.22,398.64,NA,NA,NA,NA,NA,NA,NA,NA
"871",53061,1990,"WA","Snohomish County","suburban",471080,147.1,19.44,291.46,81.14,884.73,131.06,443.46,144.24,176.99,12.34,338.82,NA,968.68,378.62,566.64,161.75
"872",53061,1991,"WA","Snohomish County","suburban",484450,160.77,22.15,295.78,139.5,905.47,157.03,311.77,145.86,193.51,15.12,368.72,NA,1105.29,501.85,656.35,174.2
"873",53061,1992,"WA","Snohomish County","suburban",500283,163.87,21.57,309.76,116.47,1150.21,47.77,246.09,154.45,204.86,20.11,386,43.67,1549.37,501.55,671.14,180.03
"874",53061,1993,"WA","Snohomish County","suburban",513959,155.33,24.91,255.54,72.04,644.08,140.07,235.9,119.27,208.8,20.11,393.39,58.94,1335.88,506.41,514.69,187.33
"875",53061,1994,"WA","Snohomish County","suburban",523911,154.22,28.28,262.24,35.7,639.97,140.85,331.95,137.64,215.03,22,403.9,NA,1755.16,471.79,477.18,188.57
"876",53061,1995,"WA","Snohomish County","suburban",533870,157.42,30.63,292.6,54.24,1072.61,139.96,240.72,149.72,220.12,19.26,416.62,NA,1609.01,401.93,541.62,196.23
"877",53061,1996,"WA","Snohomish County","suburban",545612,171.91,47.79,342.3,53.18,1163.86,157.24,259.53,171.6,242.05,27.69,451.27,NA,1794.21,418.88,758.16,212.12
"878",53061,1997,"WA","Snohomish County","suburban",568184,176.49,38.96,319.92,44.55,1042.21,149.05,239.72,169.72,264.19,29.14,492.56,NA,2079.1,447.21,645.4,228.41
"879",53061,1998,"WA","Snohomish County","suburban",587350,184.87,40.73,323.54,40.17,1250.78,198.77,451.7,162.73,267.79,28.59,500.36,NA,2007.97,451.89,694.93,231.87
"880",53061,1999,"WA","Snohomish County","suburban",597931,185.24,50.04,327.41,44.71,1021.48,179.13,420.76,179.57,266.15,33.02,492.81,NA,1680.67,477.92,704.34,234.52
"881",53061,2000,"WA","Snohomish County","suburban",609185,208.58,38.11,367.21,52.86,810.85,160.37,427.68,199.79,267.96,26.44,502.84,51.15,1578.3,405.8,621.02,240.82
"882",53061,2001,"WA","Snohomish County","suburban",622390,194.59,72.33,420.9,65.78,801.02,141.95,449.75,254.12,278.96,31.47,519.45,43.86,1555.93,380.3,777.9,251.79
"883",53061,2002,"WA","Snohomish County","suburban",631526,252.86,76.94,433.25,74.69,1112.31,193.85,511.73,250.33,290.7,41.16,533.65,49.79,1695.82,354.52,787.28,261.42
"884",53061,2003,"WA","Snohomish County","suburban",635612,225.78,53.3,342.97,47.44,880.9,162.96,640.17,190.02,282.23,42.98,516.26,47.44,1491.3,295.32,912.95,257.08
"885",53061,2004,"WA","Snohomish County","suburban",643533,206.62,56.36,324.53,43.73,788.97,152.89,547.94,185.99,287.87,44.48,527.31,29.15,1423.35,277.9,841.11,267.57
"886",53061,2005,"WA","Snohomish County","suburban",654849,251.23,77.75,451.02,64.91,1002.01,180.16,614.6,265.57,285.55,43.98,522.48,NA,1371.49,296.83,719.53,265.57
"887",53061,2006,"WA","Snohomish County","suburban",670706,248.79,77.25,460.82,63.26,1040.25,227.38,959.33,261.44,267.84,36.78,494.08,NA,1291.14,261.14,621.21,251.39
"888",53061,2007,"WA","Snohomish County","suburban",683997,263.09,77.09,472.69,62.06,1081.32,267.16,1296.32,258.82,273.02,44.05,497.16,8.68,1239.54,257.76,642.9,257.19
"889",53061,2008,"WA","Snohomish County","suburban",694622,278.29,84.48,450.88,55.46,1080.04,219.7,1195.91,258.47,285.45,46.42,518.02,8.25,1212.03,234.68,690.95,274.24
"890",53061,2009,"WA","Snohomish County","suburban",706302,264.26,64.34,414.38,63.74,919.61,196.22,1045.86,233.59,264.37,38.35,482.38,7.92,1141.46,166.03,683.57,259.99
"891",53061,2010,"WA","Snohomish County","suburban",715507,232.45,59.06,398.84,73.56,918.44,161.21,976.58,224.13,242.78,35.44,442.41,7.65,954.84,148.7,638.66,239.46
"892",53061,2011,"WA","Snohomish County","suburban",722044,245.63,75.62,435.63,71.4,1046.91,195.3,1071.71,248.86,248.48,38.01,452.53,NA,889.96,127.1,798.4,248.75
"893",53061,2012,"WA","Snohomish County","suburban",732152,257.38,84.89,389.91,60.28,988.85,157.98,1098.78,233.36,259.58,38.04,474.66,NA,888.28,NA,NA,265.29
"894",53061,2013,"WA","Snohomish County","suburban",744236,251.83,80.4,360.59,56.73,531.05,151.2,931.18,208.44,264.49,38.81,482.83,NA,897.7,108.23,NA,273.41
"895",53061,2014,"WA","Snohomish County","suburban",757417,239.5,75.81,331.48,47.77,593.4,147.68,1229.57,208.06,267.33,43.38,483.45,NA,790.77,86.79,NA,287.1
"896",53061,2015,"WA","Snohomish County","suburban",770049,206.97,48.17,286.44,31.58,530.11,102.19,701.45,180.7,281.65,40.85,514.7,NA,876.21,NA,620.26,302.9
"897",53061,2016,"WA","Snohomish County","suburban",787695,187.18,57.09,287.75,50.58,472.52,102,693.61,192.51,261.35,41.97,473.49,NA,801.37,NA,586.07,281.02
"898",53061,2017,"WA","Snohomish County","suburban",803039,188.82,58.58,294.4,49.24,456.48,100.49,701.98,200.35,NA,NA,NA,NA,NA,NA,NA,NA
"899",53061,2018,"WA","Snohomish County","suburban",814901,188.54,58.02,278.61,25.4,470.77,92.61,1126.84,182.76,NA,NA,NA,NA,NA,NA,NA,NA
"900",53063,1990,"WA","Spokane County","small/mid",363029,297.47,47.66,572.29,69.2,2664.07,1743.92,1354.53,232.48,164.68,11.91,321.53,NA,1234.57,344.19,706.71,139.3
"901",53063,1991,"WA","Spokane County","small/mid",372770,320.72,57.75,568.9,54.58,3705.72,1095.77,1104.13,237.09,180.64,14.85,351.01,NA,1267.39,281.69,820.6,155.08
"902",53063,1992,"WA","Spokane County","small/mid",383020,186.64,24.06,361.29,50.25,1419.06,836.73,908.09,151.18,185.42,13.63,361.29,NA,1534.9,285.71,742.98,156.84
"903",53063,1993,"WA","Spokane County","small/mid",392788,197.59,31.93,398.71,75.84,1784.75,795.61,1162.48,146.7,205.84,16.35,398.71,75.84,1892.92,397.8,686.92,170.38
"904",53063,1994,"WA","Spokane County","small/mid",398544,194.45,39.75,325.6,53.78,2028.61,598.69,982.17,132.29,205.64,21.4,393.37,125.49,2080.62,399.13,672.01,165.56
"905",53063,1995,"WA","Spokane County","small/mid",404652,207.55,57.81,386.84,51.01,2145.29,800.27,955.73,167.16,212.47,25.53,402.07,170.04,2267.19,442.7,653.92,166.34
"906",53063,1996,"WA","Spokane County","small/mid",408197,220.6,40.19,375.95,65.78,1804.89,622.45,824.05,160.88,232.17,28.28,437.36,NA,2421.75,431.03,640.71,183.71
"907",53063,1997,"WA","Spokane County","small/mid",410200,230.94,57.62,419.04,95.98,1894.6,589.93,875.7,191.04,274.98,45.06,505.81,NA,2896.34,438.66,900.02,214.77
"908",53063,1998,"WA","Spokane County","small/mid",413510,335.94,102.34,652.18,168.35,2735.11,993.66,1379.31,303.8,305.2,45.32,565.71,NA,3050.7,417.63,1212.84,238.01
"909",53063,1999,"WA","Spokane County","small/mid",415426,352.09,95.9,588.76,147.12,2339.78,1084.54,819.86,279.32,327.74,42.14,613.47,161.84,2909.46,625.7,1311.78,255.12
"910",53063,2000,"WA","Spokane County","small/mid",418803,380.75,116.41,647.81,199.04,2619.83,870.96,1222.61,314.92,315.01,30.9,598.97,140.86,2775.08,616.37,1199.54,244.54
"911",53063,2001,"WA","Spokane County","small/mid",422922,365.2,110.61,645.7,139.04,1894.5,422.41,1362.71,337.17,316.37,31.2,600.49,164.23,2860.33,559.08,1203.72,243.16
"912",53063,2002,"WA","Spokane County","small/mid",427107,399.12,116.65,643.38,175.72,2677.6,700.1,1443.25,308.85,352.03,39.81,663.6,146.1,3023.68,562.38,1202.71,278.12
"913",53063,2003,"WA","Spokane County","small/mid",430710,381.73,110.93,688.26,122.14,2525.52,576.34,1521.32,337.93,397.94,53.74,742.8,64.28,3295.72,500.22,1285.62,325
"914",53063,2004,"WA","Spokane County","small/mid",435268,390.7,86.77,676.81,241.48,1427.08,611.56,638.71,350.99,415.19,63.72,768.92,87.36,3237.03,519.82,1511.6,337.83
"915",53063,2005,"WA","Spokane County","small/mid",440439,390.35,110.85,663.51,265.42,1731.75,578.03,1402.26,335.55,430.83,68.78,794.2,48.74,3803.06,510.6,1381.33,345.19
"916",53063,2006,"WA","Spokane County","small/mid",447517,379.46,112.21,639.34,147.61,2034.79,363.04,913.89,337.65,429.77,78.74,782.37,NA,3511.65,535.49,1259.14,350.07
"917",53063,2007,"WA","Spokane County","small/mid",456150,374.17,134.86,574.52,141.52,1885.9,422.87,1197.25,307.67,427.03,79.63,777.02,NA,3488.92,507.44,1746.81,337.86
"918",53063,2008,"WA","Spokane County","small/mid",462263,371.6,106.72,602.95,170.49,2053.36,410,1212.47,298.58,425.05,71.15,780.13,NA,3042.57,514.51,1635.87,344.84
"919",53063,2009,"WA","Spokane County","small/mid",468235,356.31,78.51,552.68,130.95,1852.68,254.37,1236.8,269.69,384.9,49.62,720.56,NA,2691.48,415.88,1614.13,312.26
"920",53063,2010,"WA","Spokane County","small/mid",472089,306.55,47.39,415.66,86.67,1414.48,164.88,960.49,196.29,370.85,41.78,700.06,NA,2338.78,350.95,1618.06,307.22
